ccode,leaderid,country,year,current_leader,leader_id,current_leader_start_month,current_leader_start_year,current_leader_end_month,current_leader_end_year,current_p_name,create,partyage,persparty,v2paseatshare,v2exl_legitideol,v2exl_legitlead,v2exl_legitperf,gwf_duration,lpop,gdppc,l12gr,oilgasrentsgdp,priormil,pres,ivdem,leadertimeinpower,dem1990,iv2xps_party,ipolarization,iv2juhcind,iv2x_libdem,iv2x_partipdem,iv2xpa_illiberal,iv2xpa_popul,iv2paclient,iv2paind,iv2parelig,iv2pariglef,iv2paseat,demcollapse
900,900-12-1991,Australia,1996,Paul Keating,900-12-1991,12,1991,3,1996,Australian Labor Party,0,73,.06913764,33.1,-1.481,-1.423,2.074,95,16.723013,.20061025,2.7363396,.64248312,0,0,.889,4,.88800001,.94,.041000001,3.069,.84799999,.67699999,.037,.31600001,-2.2420001,-1.478,1.8099999,-.80500001,52.700001,0
900,900-3-1996,Australia,2007,John Howard,900-3-1996,3,1996,12,2007,Liberal Party,0,52,.21162806,36.7,-1.198,-1.475,2.074,106,16.851789,.22929597,1.5151725,.80087191,0,0,.889,10,.88800001,.94,-.0040000002,3.069,.84799999,.63999999,.037,.192,-2.237,-1.1440001,1.224,1.406,50.700001,0
900,900-12-2007,Australia,2010,Kevin Rudd,900-12-2007,12,2007,6,2010,Australian Labor Party,0,89,.06913764,48,-1.588,-1.875,2.39,109,16.907995,.23152736,.65538418,.73178488,0,0,.884,2,.88800001,.93800002,.396,3.069,.83499998,.63,.037,.39899999,-1.375,-1.454,.28400001,-.80500001,55.299999,0
900,900-6-2010,Australia,2013,Julia Gillard,900-6-2010,6,2010,6,2013,Australian Labor Party,0,92,.06913764,36.7,-1.511,-1.875,2.39,112,16.95656,.23617125,1.5873225,.61884183,0,0,.89600003,2,.88800001,.93800002,.396,3.4349999,.84799999,.639,.037,.39899999,-1.375,-1.454,1.776,-.80500001,48,0
900,900-9-2013,Australia,2015,Tony Abbott,900-9-2013,9,2013,9,2015,Liberal Party,0,69,.21162806,38.7,-1.511,-1.875,2.39,114,16.985868,.23823459,.9469533,.61192882,0,0,.88,1,.88800001,.917,.396,2.4630001,.838,.61500001,.037,.193,-2.237,-1.1440001,.36399999,1.363,38.700001,0
900,900-9-2015,Australia,2018,Malcolm Turnbull,900-9-2015,9,2015,8,2018,Liberal Party,0,71,.21162806,30,-1.511,-1.875,2.39,117,17.033693,.2419942,.8682543,.9759292,0,0,.87699997,2,.88800001,.917,.396,2.4630001,.829,.611,.037,.193,-2.237,-1.1440001,.352,.93099999,30,0
900,900-8-2018,Australia,2020,Scott Morrison,900-8-2018,8,2018,99,9999,Liberal Party,0,74,.14384659,29.1,-1.556,-2.742,2.39,119,17.061497,.24087436,.93697184,,0,0,.86500001,1,.88800001,.90600002,.68000001,3.355,.81999999,.63200003,.037,.20299999,-1.441,-1.1440001,1.17,.93099999,29.1,0
920,920-11-1990,New Zealand,1997,Jim Bolger,920-11-1990,11,1990,12,1997,New Zealand National Party,0,54,.21162806,36.7,-.002,-.224,-.29,90,15.145578,.16969804,2.5953462,.466324,0,0,.87300003,6,.86900002,.95700002,-2.4820001,3.0009999,.81300002,.62800002,.15099999,.38699999,-2.1370001,-1.311,.43900001,1.127,69.099998,0
920,920-12-1997,New Zealand,1999,Jennifer Shipley,920-12-1997,12,1997,12,1999,New Zealand National Party,0,61,.26644966,32.5,-.002,-.224,-.29,92,15.159706,.17372362,.31312335,.37905356,0,0,.88499999,1,.86900002,.93199998,-2.4820001,3.0009999,.83600003,.71899998,.15099999,.28799999,-2.1370001,-1.089,.44800001,1.465,36.700001,0
920,920-12-1999,New Zealand,2008,Helen Clark,920-12-1999,12,1999,11,2008,New Zealand Labour Party,0,83,.21162806,35.2,.046,.155,-.29,101,15.264732,.18885495,1.8528931,.85546368,0,0,.88499999,8,.86900002,.93199998,-2.4820001,3.0009999,.83600003,.72000003,.086999997,.56599998,-2.1329999,-1.128,1.313,-.98199999,40.799999,0
920,920-11-2008,New Zealand,2016,John Key,920-11-2008,11,2008,12,2016,New Zealand National Party,0,72,.54492342,49.6,.046,.155,-.29,109,15.366069,.19794366,1.8604609,.28957602,0,0,.89999998,7,.86900002,.93199998,-2.4820001,3.0009999,.83899999,.67900002,.15000001,.285,-2.1359999,-.917,1.332,1.096,47.5,0
920,920-12-2016,New Zealand,2017,Bill English,920-12-2016,12,2016,10,2017,New Zealand National Party,0,80,.21162806,46.7,-.267,.155,-.29,110,15.386956,.19939475,1.5217236,.31872547,0,0,.89300001,0,.86900002,.93199998,-2.4820001,3.0009999,.84600002,.69800001,.15000001,.285,-2.1359999,-1.156,1.332,1.096,46.700001,0
920,920-10-2017,New Zealand,2020,Jacinda Ardern,920-10-2017,10,2017,99,9999,New Zealand Labour Party,0,101,.3042722,38.3,-.267,.387,.848,113,15.441668,.19967523,.70055389,,0,0,.89200002,2,.86900002,.93199998,-1.58,3.0009999,.83899999,.70099998,.086999997,.47499999,-2.1329999,-1.462,1.364,-.97500002,38.299999,0
